course_id,status,details
3222,Success,[SI.Reg] Proyek Pengembangan Sistem Informasi (A) 2021/2022
3223,Success,"[SI.Reg] Sistem Operasi untuk Sistem Informasi (A,B,C) 2021/2022"
3224,Success,"[SI.Reg] Statistika Terapan (A,B,C)"
3225,Success,[SI.Reg] Dasar-Dasar Audit SI (A)
3226,Success,[SI.Reg] Pengantar Keamanan Informasi (A)
3227,Success,[SI.Reg] Technopreneurship (A)
3228,Success,[SI.Reg] Teknologi Mobile (A)
3229,Success,[SI.Reg] E-Dagang (A)
3230,Success,[SI.Reg] Manajemen Hubungan Pelanggan (A)
3231,Success,PDIB 2021
3232,Success,[SI.Reg] Pengelolaan Data Besar - 2021/2022 Gasal
3233,Success,[SI.Reg] Sistem Informasi Kesehatan (A)
3234,Success,[SI.Reg] Sistem Informasi Sumber Daya Manusia (A)
3235,Error,This course is currently unavailable to students
3236,Success,[KI] Calculus 1 (A)
3237,Error,This course is currently unavailable to students
3238,Success,[KI] Discrete Mathematics 1 (A)
3239,Success,[KI] Human-Computer Interaction (A)
3240,Success,[KI] 2021 Gasal Introduction to Digital Systems (A)
3241,Success,[KI] Linear Algebra 21/22
3242,Success,[KI] Numerical Analysis (A)
3243,Success,[KI] Platform-Based Development (A)
3244,Error,This course is currently unavailable to students
3245,Error,This course is currently unavailable to students
3246,Success,[KI] Software Engineering Projects (A)
3247,Error,This course is currently unavailable to students
3248,Success,[Reg] Pengajaran Berbantuan Komputer (Lanjut)
3249,Success,[MIK] Metodologi Penelitian (Pascasarjana) (A)
3250,Success,[MIK] E-Dagang Lanjut (A)
3251,Success,[MIK] Jaringan Komputer Lanjut (A)
3252,Success,[MIK] Manajemen Pengetahuan Lanjut (A)
3253,Success,[MIK] Rekayasa Perangkat Lunak Lanjut (A)
3254,Success,[MIK] Sistem Informasi Lanjut (A)
3255,Success,[MIK] Komputasi Paralel Lanjut (A)
3256,Error,This course is currently unavailable to students
3257,Error,This course is currently unavailable to students
3258,Success,[MIK] Teori Komputasi Lanjut -- ATC -- Sem Gasal 2021/2022
3259,Success,[MIK] Pengajaran Berbantuan Komputer Lanjut (A)
3260,Error,Can't find data record in database table course.
3261,Success,Pengenalan Sistem Akademik Fakultas 2021
3262,Error,This course is currently unavailable to students
3263,Success,[Reg] Dasar-Dasar Pemrograman 1 (D) - 2021/2022
3264,Success,[Reg] Dasar-Dasar Pemrograman 1 (E) - 2021/2022
3265,Success,[Reg] Dasar-Dasar Pemrograman 1 (F) - 2021/2022
3266,Success,[Reg] Dasar-Dasar Pemrograman 1 (H) - 2021/2022
3267,Success,[Reg] Dasar-Dasar Pemrograman 1 (G) - 2021/2022
3268,Error,This course is currently unavailable to students
3269,Success,[Reg] Aljabar Linear (F) Gasal 2021/2022
3270,Success,[Reg] Kalkulus 2 Gasal 2021/2022
3271,Error,Can't find data record in database table course.
3272,Success,[Reg] Aljabar Linear (E) Gasal 2021/2022
3273,Success,[MIK] Pemelajaran Mesin Lanjut Gasal 2021/2022
3274,Error,This course is currently unavailable to students
3275,Error,This course is currently unavailable to students
3276,Success,Seleksi Tim Inti ACM ICPC Regional 2021
3277,Success,Pelatihan dan Sertifikasi AI Hibah PKKM 2021
3278,Success,[MSIB] Kerja Praktik dan Program MKM Batch 2 - Genap 2021/2022
3279,Success,TUGAS-AKHIR-GENAP-21-22
3280,Success,PRODI ILKOM KKI
3281,Success,[Reg] Aljabar Linear Genap 2021/2022 (B)
3282,Success,[Reg] Aljabar Linear Genap 2021/2022 (A)
3283,Success,[MIK] Sistem Informasi Lanjut (A)
3284,Success,[Reg] Metodologi Penelitian & Penulisan Ilmiah Genap 2021/2022
3285,Error,This course is currently unavailable to students
3286,Success,"[Reg] Basis Data (A,B,C,D,E,F) - Genap 2021/2022"
3287,Success,[Reg] Dasar-Dasar Pemrograman 1 (A) - Genap 2021/2022
3288,Error,This course is currently unavailable to students
3289,Error,This course is currently unavailable to students
3290,Success,[Reg] Kalkulus 1 (A) Genap 2021/2022
3291,Success,"[Reg] Kecerdasan Artifisial & Sains Data Dasar (A, B) Genap 2021/2022"
3292,Success,"[Reg] Komputer & Masyarakat (A,B,C) Genap 2021/2022"
3293,Success,[Reg] Matematika Diskret 1 (A) Genap 2021/2022
3294,Success,"[Reg/KI] Matematika Diskret 2 (A, B, C, D, E, F, KI) Genap 2021/2022"
3295,Error,This course is currently unavailable to students
3296,Success,[Reg] Pemrograman Berbasis Platform (A) Genap 2021/2022
3297,Success,"[Reg] Sistem Interaksi (A,B,C,D,E,F) Genap 2021/2022"
3298,Success,"[Reg] Statistika & Probabilitas (A,B,C,D,E,F) Genap 2021/2022"
3299,Success,[Reg] Struktur Data & Algoritma - Genap 2021/2022
3300,Error,This course is currently unavailable to students
3301,Error,This course is currently unavailable to students
3302,Error,This course is currently unavailable to students
3303,Error,This course is currently unavailable to students
3304,Error,This course is currently unavailable to students
3305,Success,"[Reg] Analisis Numerik (A,B)"
3306,Success,"[Reg] Desain & Analisis Algoritma Genap 21/22 (A,B)"
3307,Success,"[Reg] Kalkulus 2 (A,B,C)"
3308,Success,"[Reg] Pemrograman Lanjut (B,C)"
3309,Success,"[Reg] Teori Bahasa & Automata 2022 (A,B,C)"
3310,Success,"[Reg] Proyek Perangkat Lunak (A,B,C,D)"
3311,Success,[Reg] Pengantar Sistem Dijital (A)
3312,Success,"[Reg] 2021 Genap  Pengantar Organisasi Komputer (A,B,C)"
3313,Error,This course is currently unavailable to students
3314,Error,This course is currently unavailable to students
3315,Success,[Reg] Layanan & Aplikasi Web (A)
3316,Success,[Reg] Kriptografi & Keamanan Informasi
3317,Success,[Reg] Grafika Komputer Genap 2021/2022
3318,Success,[Reg] Robotika
3319,Success,[Reg] Pemrograman Parallel
3320,Success,[Reg] Penambangan Data (A)
3321,Success,[Reg] Pemrograman Logika
3322,Success,[Reg] Pemrograman Kompetitif - Genap 2021/2022
3323,Success,[Reg] Persamaan Diferensial Genap 2021/2022
3324,Success,[Reg] Pemelajaran Mesin - Genap 2021/2022
3325,Success,[Reg] Logika Komputasional 2022
3326,Success,[MIK] Metodologi Penelitian (Pascasarjana) (A)
3327,Error,Can't find data record in database table course.
3328,Success,[MIK] Manajemen Pengetahuan Lanjut (A)
3329,Success,[MIK] Rekayasa Perangkat Lunak Lanjut (A)
3330,Success,[MIK] Pemelajaran Mesin Lanjut (A)
3331,Success,[MIK] Jaringan Komputer Lanjut (A)
3332,Success,[MIK] E-Dagang Lanjut (A)
3333,Success,[MIK] Teknologi Basis Data Lanjut (A)
3334,Error,This course is currently unavailable to students
3335,Success,[MIK] Keamanan Informasi Lanjut (A)
3336,Success,[MIK] Analisis Data Spasial Lanjut (A)
3337,Success,[MIK] Manajemen Proyek Lanjut (A)
3338,Success,[KI] Discrete Mathematics 2 (A)
3339,Success,[KI] Data Structures & Algorithms (A) 2021-2022
3340,Error,This course is currently unavailable to students
3341,Success,[KI] Calculus 2 (A)
3342,Success,[KI] Algorithms Design & Analysis (A)
3343,Success,[KI] Advanced Programming (2022)
3344,Success,[KI] Software Engineering (A)
3345,Error,This course is currently unavailable to students
3346,Success,[KI] 2021 Genap Introduction to Computer Organization (A)
3347,Success,[KI] Intro to AI & DS - Genap 2021/2022
3348,Success,[SI.Reg] Sistem Operasi untuk Sistem Informasi (A) 2022
3349,Success,"[SI.Reg] Sistem Informasi Perusahaan dan Akuntansi (A,B,C)"
3350,Success,[SI.Reg] Proyek Pengembangan Sistem Informasi 2021/2022
3351,Success,"[SI.Reg] Prinsip-Prinsip Sistem Informasi (A,B,C) 2021/2022"
3352,Success,"[SI.Reg] Manajemen Sistem Informasi (A,B,C,D)"
3353,Success,"[SI.Reg] Manajemen Proyek TI (A,B) - 2022"
3354,Success,"[SI.Reg] Komunikasi Bisnis dan Teknis (A,B,C)"
3355,Success,"[SI.Reg] Dasar-Dasar Arsitektur Komputer (A,B,C)"
3356,Error,This course is currently unavailable to students
3357,Success,"[SI.Reg] Manajemen Layanan TI (A,B)"
3358,Success,[SI.Reg] Manajemen Infrastruktur TI (A) 2021/2022
3359,Success,[SI.Reg] Integrasi Aplikasi Perusahaan (A)
3360,Success,[SI.Reg] Penambangan Data & Inteligensia Bisnis (A)
3361,Success,[SI.Reg] Manajemen Rantai Suplai (A)
3362,Error,This course is currently unavailable to students
3363,Success,[SI.Reg] Konfigurasi ERP (A)
3364,Success,[SI.Reg] E-Dagang (A)
3365,Success,[SI.Reg] Analitika Media Sosial (A)
3366,Success,[SI.Reg] Statistika Terapan
3367,Error,This course is currently unavailable to students
3368,Error,This course is currently unavailable to students
3369,Success,[Reg] Pemrograman Lanjut (A)
3370,Success,Showcase contoh pengembangan konten perkuliahan
3371,Success,[SP] Statistika Probabilitas SP 2021/2022
3372,Success,[SP] Aljabar Linier 2021/2022
3373,Success,[SP] Kalkulus 1 2021/2022
3374,Success,[SP] Matematika Diskrit 2 2021/2022
3375,Success,[SP] Matematika Diskrit 1 2021/2022
3376,Success,[SP] Struktur Data & Algoritma 2021/2022
3377,Success,[SP] Kalkulus 2 2021/2022
3378,Error,This course is currently unavailable to students
3379,Success,Kerja Praktik Tahun Ajaran - Gasal 2022/2023
3380,Success,[MSIB] Program Merdeka Belajar Kampus Merdeka Batch 3 - Gasal 2022/2023
3381,Success,[Reg] Aljabar Linear (A) Gasal 2022/2023
3382,Success,[Reg] Aljabar Linear (B) Gasal 2022/2023
3383,Success,[Reg] Aljabar Linear (C) Gasal 2022/2023
3384,Success,[Reg] Aljabar Linear (D) Gasal 2022/2023
3385,Success,[Reg] Aljabar Linear (E) Gasal 2022/2023
3386,Success,[Reg] Aljabar Linear (F) Gasal 2022/2023
3387,Success,"[Reg] Basis Data (A,B)"
3388,Success,[Reg] Dasar-Dasar Pemrograman 1 (A) - 2022/2023
3389,Success,[Reg] Dasar-Dasar Pemrograman 1 (B) - 2022/2023
3390,Success,[Reg] Dasar-Dasar Pemrograman 1 (C) - 2022/2023
3391,Success,[Reg] Dasar-Dasar Pemrograman 1 (D) - 2022/2023
3392,Success,[Reg] Dasar-Dasar Pemrograman 1 (E) - 2022/2023
3393,Success,[Reg] Dasar-Dasar Pemrograman 1 (F) - 2022/2023
3394,Success,[Reg] Dasar-Dasar Pemrograman 1 (G) - 2022/2023
3395,Success,[Reg] Dasar-Dasar Pemrograman 1 (H) - 2022/2023
3396,Success,[Reg] Dasar-dasar Pemrograman 2 - Gasal 2022/2023
3397,Success,"[Reg] Kalkulus 1 (A,B,C,D,E,F,G) Gasal 2022/2023"
3398,Error,This course is currently unavailable to students
3399,Success,"[Reg] Kecerdasan Artifisial & Sains Data Dasar (A,B,C,D,E,F) Gasal 2022/2023"
3400,Success,"[Reg] Komputer & Masyarakat (A,B,C) Gasal 2022/2023"
3401,Success,"[Reg] Matematika Diskret 1 (A,B,C,D,E,F,G) Gasal 2022/2023"
3402,Success,[Reg] Matematika Diskret 2 (A) Gasal 2022/2023
3403,Success,"[Reg] Metodologi Penelitian & Penulisan Ilmiah (A,B,C,D,E,F,G)"
3404,Success,"[Reg] Pemrograman Berbasis Platform (A,B,C,D,E,F) Gasal 2022/2023"
3405,Success,[Reg] Sistem Interaksi (A) Gasal 2022/2023
3406,Success,[Reg] Statistika & Probabilitas (A&B) Gasal 2022/2023
3407,Success,"[Reg] Struktur Data & Algoritma (A,B,C,D, F) Gasal 2022-2023"
3408,Success,Remedial DDAK 2022
3409,Success,"[Reg] Analisis Numerik (A,B,C) Gasal 2022/2023"
3410,Success,[Reg] Desain & Analisis Algoritma (AC) - Gasal 22/23
3411,Error,This course is currently unavailable to students
3412,Success,[Reg] Pengantar Organisasi Komputer (A) copy 1
3413,Success,[Reg] Kalkulus 2 (A)
3414,Success,"[Reg] 2022 Gasal PSD Kelas A,B,C"
3415,Success,[Reg] Proyek Perangkat Lunak (A)
3416,Success,"[Reg] Rekayasa Perangkat Lunak (A,B,C) 2022/2023"
3417,Success,"[Reg] Sistem Operasi Gasal (B,C) Gasal 2022/2023"
3418,Success,TUGAS-AKHIR-GANJIL-22-23
3419,Success,[Reg] Forensik Digital (A) Gasal 2022/2023
3420,Success,[Reg] Komputasi Awan (A)
3421,Success,[Reg] Sistem Tertanam (A)
3422,Success,[Reg] Game Development (A) Gasal 2022/2023
3423,Success,[Reg] Semantic Web (Jejaring Semantik) Gasal 2022/2023
3424,Success,[Reg] Pemrograman Fungsional - Gasal 2022/2023
3425,Success,[Reg] Pengajaran Berbantuan Komputer (A)
3426,Success,[Reg] Penjaminan Mutu Perangkat Lunak - 2022
3427,Success,[Reg] Pengolahan Bahasa Manusia (Gasal 22/23)
3428,Error,This course is currently unavailable to students
3429,Success,[Reg] Perolehan Informasi (A) Gasal 2022/2023
3430,Success,[Reg] Simulasi & Pemodelan (A) - Gasal 2022/2023
3431,Success,"[SI.Reg] Analisis dan Perancangan Sistem Informasi (A,B,C)"
3432,Success,"[SI.Reg] Arsitektur dan Pemrograman Aplikasi Perusahaan (A,B,C) - Gasal 2022/2023"
3433,Error,This course is currently unavailable to students
3434,Success,"[SI.Reg] Komunikasi Bisnis dan Teknis (A,B,C,D) Gasal 2023"
3435,Success,"[SI.Reg] Manajemen Bisnis (A,B,C)"
3436,Success,"[SI.Reg] Manajemen Proyek TI (A,B,C,D)"
3437,Success,[SI.Reg] Manajemen Sistem Informasi (A & B)
3438,Success,[SI.Reg] Proyek Pengembangan Sistem Informasi (A) 2022/2023
3439,Success,"[SI.Reg] Sistem Operasi untuk Sistem Informasi (A,B,C) 2022/2023"
3440,Success,"[SI.Reg] Statistika Terapan (A,B,C)"
3441,Success,[SI.Reg] Dasar-Dasar Audit SI (A)
3442,Success,[SI.Reg] Pengantar Keamanan Informasi (A)
3443,Success,[SI.Reg] Technopreneurship (A)
3444,Success,[SI.Reg] Teknologi Mobile (A)
3445,Success,[SI.Reg] E-Dagang (A)
3446,Success,[SI.Reg] Manajemen Hubungan Pelanggan (A)
3447,Success,[SI.Reg] Pengelolaan Data Besar - 2022/2023 Gasal
3448,Success,[SI.Reg] Sistem Informasi Kesehatan (A) Gasal 2022/2023
3449,No course,"No course found, but no error or redirect."
3450,Success,[SI.Reg] Penambangan Data & Inteligensia Bisnis (A)
3451,Success,[KI] Automata & Theory of Languages (A) 2022/2023
3452,Success,[KI] Calculus 1 (A)
3453,Error,This course is currently unavailable to students
3454,Success,[KI] Discrete Mathematics 1 (A)
3455,Success,[KI] Human-Computer Interaction (A)
3456,Success,[KI] 2022 Gasal Introduction to Digital Systems (A)
3457,Success,[KI] Linear Algebra 22/23
3458,Success,[KI] Numerical Analysis (A)
3459,Success,[KI] Platform-Based Development (2022)
3460,Error,This course is currently unavailable to students
3461,Success,[KI] Software Engineering Projects (A)
3462,Error,This course is currently unavailable to students
3463,Error,This course is currently unavailable to students
3464,Success,[MIK/DIK] Metodologi Penelitian (Pascasarjana) (A)
3465,Success,Pembinaan Mahasiswa Baru 2022
3466,Success,[MIK] E-Dagang Lanjut (A)
3467,Success,[MIK] Jaringan Komputer Lanjut (A)
3468,Success,[MIK] Manajemen Pengetahuan Lanjut (A)
3469,Success,[MIK] Pemelajaran Mesin Lanjut (A)
3470,Success,[MIK] Rekayasa Perangkat Lunak Lanjut (A)
3471,Success,[MIK] Sistem Informasi Lanjut (A)
3472,Success,[MIK] Komputasi Paralel Lanjut (A)
3473,Error,This course is currently unavailable to students
3474,Error,This course is currently unavailable to students
3475,Error,This course is currently unavailable to students
3476,Success,[MIK] Pengajaran Berbantuan Komputer Lanjut (A)
3477,Success,Materi Aljabar Linear
3478,Error,This course is currently unavailable to students
3479,Error,This course is currently unavailable to students
3480,Success,[Reg] Desain & Analisis Algoritma (B)
3481,Error,Can't find data record in database table course.
3482,Error,This course is currently unavailable to students
3483,Success,"[SI.Reg] Manajemen Pengetahuan (A,B) - Gasal 22/23"
3484,Success,[SI Reg] Technopreneurship (B)
3485,Error,This course is currently unavailable to students
3486,Success,[Reg] Teknik Kompilator Gasal 2022/2023
3487,Error,This course is currently unavailable to students
3488,Success,Seleksi Tim Inti ACM ICPC Regional 2022
3489,Success,Test Driven Development
3490,Success,Community of Inquiry Framework
3491,Success,Singular Value Decomposition
3492,Success,Introduction to Entrepreneurship
3493,Success,"UI, Usability, dan UX: Konsep dan Pengukuran"
3494,Success,[MOOC Non Credit] Pengantar Ilmu Warna
3495,Error,This course is currently unavailable to students
3496,Error,This course is currently unavailable to students
3497,Success,Intro to DevOps
3498,Success,Intro to Scripting
3499,Success,DILAN (Diskusi Lab Mingguan) 2022
3500,Success,DILAN (Diskusi Lab Mingguan) 2023
3501,Success,DILAN (Diskusi Lab Mingguan) 2021
3502,Success,[MSIB] Program Merdeka Belajar Kampus Merdeka Batch 4 - Genap 2022/2023
3503,Success,Kerja Praktik Tahun Ajaran - Genap 2022/2023
3504,Error,This course is currently unavailable to students
3505,Success,[Reg] Aljabar Linear (A) Genap 2022/2023
3506,Success,[Reg] Aljabar Linear (B) Genap 2022/2023
3507,Success,"[SI.Reg] Proyek Pengembangan Sistem Informasi (A,B,C,D) Genap 2022/2023"
3508,Success,"[Reg] Proyek Perangkat Lunak (A,B,C,D) 2023"
3509,Error,Can't find data record in database table course.
3510,Error,This course is currently unavailable to students
3511,Success,[SI.Reg] Komunikasi Bisnis dan Teknis (A) Genap 2023
3512,Error,Can't find data record in database table course.
3513,Success,[SI Reg] Business Process Management (A)
3514,Success,"[Reg] Basis Data (A,B,C,D,E,F) Genap 2022/2023"
3515,Success,[Reg] Dasar-Dasar Pemrograman 1 (A) - 2022/2023
3516,Error,This course is currently unavailable to students
3517,Error,This course is currently unavailable to students
3518,Error,This course is currently unavailable to students
3519,Error,This course is currently unavailable to students
3520,Error,This course is currently unavailable to students
3521,Error,This course is currently unavailable to students
3522,Success,[Reg] Dasar-Dasar Pemrograman 2 (A) - 2023
3523,Success,[Reg] Kalkulus 1 (A) Genap 2022/2023
3524,Success,"[Reg] Kecerdasan Artifisial & Sains Data Dasar (A,B) Genap 2022/2023"
3525,Success,"[Reg] Komputer & Masyarakat (A,B,C) Genap 2022/2023"
3526,Success,[Reg] Matematika Diskret 1 (A) Genap 2022/2023
3527,Success,"[Reg/KI] Matematika Diskret 2 (A,B,C,E,F,G,KI) Genap 2022/2023"
3528,Error,This course is currently unavailable to students
3529,Success,[Reg] Pemrograman Berbasis Platform (A) Genap 2022/2023
3530,Success,"[Reg] Sistem Interaksi (A,B,C,D,E,F) Genap 2022/2023"
3531,Success,"[Reg] Statistika & Probabilitas (A,B,C,D,E,F) Genap 2022/2023"
3532,Success,[Reg] Struktur Data & Algoritma (A) Genap 2022-2023
3533,Success,"[SI.Reg] E-Dagang (A,B) Genap 2023"
3534,Success,"[Reg] Kalkulus 2 (A,B,C)"
3535,Success,[Reg] Jaringan Komputer (A) Genap 2022/2023
3536,Success,[Reg] Desain & Analisis Algoritma (A) - Genap 22/23
3537,Success,"[Reg] Analisis Numerik (A,B) Genap 2022/2023"
3538,Success,"[Reg] Teori Bahasa & Automata 2023 (A,B,C)"
3539,Error,This course is currently unavailable to students
3540,Success,"[Reg] 2022 Genap Pengantar Organisasi Komputer (A,B,C)"
3541,Success,[Reg] Pemrograman Lanjut (A)
3542,Success,[Reg] Basis Data Lanjut (A)
3543,Success,[Reg] Ethical Hacking (A)
3544,Success,[Reg] Robotika
3545,Success,2023-1 SP231 Pemrograman Sistem Genap 2022/2023
3546,Success,[Reg] Pemrograman Parallel Genap 2022/2023
3547,Success,[Reg] Layanan & Aplikasi Web (A)
3548,Success,[Reg] Kriptografi & Keamanan Informasi -- 2023
3549,Success,[Reg] Grafika Komputer Genap 2022/2023
3550,Error,This course is currently unavailable to students
3551,Success,[Reg] Pemrograman Kompetitif - Genap 2022/2023
3552,Success,[Reg] Penambangan Data (A)
3553,Success,[Reg] Pemrograman Logika
3554,Success,[Reg] Persamaan Diferensial Genap 2022/2023
3555,Success,[Reg] Pemelajaran Mesin - Genap 2022/2023
3556,Success,"[SI.Reg] Dasar-Dasar Arsitektur Komputer (A,B,C)"
3557,Success,[SI.Reg] Jaringan Komunikasi Data (A) Genap 2022/2023
3558,Error,Can't find data record in database table course.
3559,Success,"[SI.Reg] Manajemen Proyek TI (A,B,C)"
3560,Success,[SI.Reg] Manajemen Sistem Informasi (A & B)
3561,Success,"[SI.Reg] Prinsip-Prinsip Sistem Informasi (A,B,C) 2022/2023"
3562,Success,"[SI.Reg] Sistem Informasi Perusahaan dan Akuntansi (A,B,C)"
3563,Success,[SI.Reg] Statistika Terapan (A)
3564,Success,[SI.Reg] Penambangan Data & Inteligensia Bisnis (A)
3565,Success,[SI.Reg] Manajemen Rantai Suplai (A)
3566,Error,This course is currently unavailable to students
3567,Success,[SI.Reg] Konfigurasi ERP (A)
3568,Success,"[SI.Reg] Manajemen Layanan TI (A,B)"
3569,Success,[SI.Reg] Integrasi Aplikasi Perusahaan (A)
3570,Success,[SI.Reg] Manajemen Infrastruktur TI (A) 2022/2023
3571,Success,[SI.Reg] ICT for Development (A)
3572,Success,[MIK] Metodologi Penelitian (Pascasarjana) (A)
3573,Success,[MIK] Teknologi Basis Data Lanjut (A)
3574,Error,This course is currently unavailable to students
3575,Success,[MIK] Keamanan Informasi Lanjut (A)
3576,Success,[MIK] Analisis Data Spasial Lanjut (A)
3577,Success,[MIK] Manajemen Pengetahuan Lanjut (A)
3578,Success,[MIK] Jaringan Komputer Lanjut (A)
3579,Success,[MIK] Manajemen Proyek Lanjut (A)
3580,Success,[KI] Software Engineering (A)
3581,Error,This course is currently unavailable to students
3582,Success,[KI] 2022 Genap Introduction to Computer Organization (A)
3583,Success,[KI] Intro to AI & DS - Genap 2022/2023
3584,Success,[KI] Discrete Mathematics 2 (A)
3585,Success,[KI] Data Structures & Algorithms (A) 2022-2023
3586,Error,This course is currently unavailable to students
3587,Success,[KI] Calculus 2 (A)
3588,Success,[KI] Algorithms Design & Analysis (A)
3589,Success,[KI] Advanced Programming (2023)
3590,Success,[Reg] Pemrograman Lanjut (B)
3591,Success,[Reg] Pemrograman Lanjut (C) - 2022/2023 Genap
3592,Error,This course is currently unavailable to students
3593,Error,Can't find data record in database table course.
3594,Success,[KI] Calculus 1
3595,Success,Bimbingan PA Genap 2022/2023
3596,Success,Software-Defined Networking 1
3597,Success,Software-Defined Networking 2
3598,Error,This course is currently unavailable to students
3599,Success,[MSIB] Program Merdeka Belajar Kampus Merdeka Batch 5 - Gasal 2023/2024
3600,Success,Kerja Praktik Tahun Ajaran - Gasal 2023/2024
3601,Success,BBS 6: OCL
3602,Error,This course is currently unavailable to students
3603,Success,[SP] Calculus 2 KKI 2023
3604,Success,[SP] Kalkulus 2 Reg 2023
3605,Success,[SP] Aljabar Linier 2023
3606,Success,[SP] Dasar-dasar Pemrograman 2 2023
3607,Success,[SP] Kalkulus 1 2023
3608,Error,This course is currently unavailable to students
3609,Success,[SP] Matematika Diskrit 2 2023
3610,Success,[SP] Sistem Operasi Sistem Informasi 2023
3611,Success,[SP] Statistika & Probabilitas 2023
3612,Success,[SP] Arsitektur & Pemrograman Aplikasi Perusahaan 2023
3613,Error,This course is currently unavailable to students
3614,Success,"2023-2 [KI,Reg] Sistem Operasi (A,B,C,I) Gasal 2023/2024"
3615,Success,[Reg] Sistem Operasi Gasal (C) Gasal 2023/2024
3616,Success,[Reg] Aljabar Linear (A) Gasal 2023/2024
3617,Success,[Reg] Aljabar Linear (B) Gasal 2023/2024
3618,Success,[Reg] Aljabar Linear (C) Gasal 2023/2024
3619,Success,[Reg] Aljabar Linear (D) Gasal 2023/2024
3620,Success,[Reg] Aljabar Linear (E) Gasal 2023/2024
3621,Success,[Reg] Basis Data Gasal 2023/2024
3622,Success,[Reg] Dasar-Dasar Pemrograman 1 (A) - 2023/2024
3623,Success,[Reg] Dasar-Dasar Pemrograman 1 (B) - 2023/2024
3624,Success,[Reg] Dasar-Dasar Pemrograman 1 (C) - 2023/2024
3625,Success,[Reg] Dasar-Dasar Pemrograman 1 (D) - 2023/2024
3626,Success,[Reg] Dasar-Dasar Pemrograman 1 (E) - 2023/2024
3627,Success,[Reg] Dasar-Dasar Pemrograman 1 (F) - 2023/2024
3628,Error,This course is currently unavailable to students
3629,Success,[Reg] Dasar-Dasar Pemrograman 1 (H) - 2023/2024
3630,Success,[Reg] Dasar-dasar Pemrograman 2 (A) - Gasal 2023/2024
3631,Success,"[Reg] Kalkulus 1 (A,B,C,D,E,F,G) Gasal 2023/2024"
3632,Success,"[Reg] Kecerdasan Artifisial & Sains Data Dasar (A,B,C,D,E,F) Gasal 2023/2024"
3633,Success,"[Reg] Komputer & Masyarakat (A,B,C) Gasal 2023/2024"
3634,Success,"[Reg] Matematika Diskret 1 (A,B,C,D,E,F,G) Gasal 2023/2024"
3635,Success,[Reg] Matematika Diskret 2 (A) Gasal 2023/2024
3636,Success,"[Reg] Metodologi Penelitian & Penulisan Ilmiah (A,B,C,D,E,F,G) Gasal 2023/2024"
3637,Success,"[Reg] Pemrograman Berbasis Platform (A,B,C,D,E,F) Gasal 2023/2024"
3638,Success,[Reg] Sistem Interaksi (A) Gasal 2023/2024
3639,Success,[Reg] Statistika & Probabilitas (A&B) Gasal 2023/2024
3640,Success,"[Reg] Struktur Data & Algoritma (A,B,C,D,E,F) Gasal 2023/2024"
3641,Success,"[Reg] Analisis Numerik (A,B,C) Gasal 2023/2024"
3642,Success,"[Reg] 2023 Gasal Pengantar Sistem Dijital (A,B,C)"
3643,Success,[Reg] Pengantar Organisasi Komputer (A) Gasal 2023/2023
3644,Success,[Reg] Kalkulus 2 (A) Gasal 2023/2024
3645,Error,This course is currently unavailable to students
3646,Success,[Reg] Desain & Analisis Algoritma (B) Gasal 2023/2024
3647,Success,"[Reg] Desain & Analisis Algoritma (A,C) Gasal 2023/2024"
3648,Success,"[Reg] Rekayasa Perangkat Lunak (A,B,C) Gasal 2023/2024"
3649,Success,[Reg] Proyek Perangkat Lunak (A) Gasal 2023/2024
3650,Success,[Reg] Simulasi & Pemodelan (A) Gasal 2023/2024
3651,Success,[Reg] Perolehan Informasi (A) Gasal 2023/2024
3652,Error,This course is currently unavailable to students
3653,Success,[Reg] Pengolahan Bahasa Manusia (A) Gasal 2023/2024
3654,Success,[Reg] Penjaminan Mutu Perangkat Lunak - Gasal 2023/2024
3655,Success,[Reg] Pengajaran Berbantuan Komputer (A) Gasal 2023/2024
3656,Success,[Reg] Pemrograman Fungsional - Gasal 2023/2024
3657,Success,[Reg] Jejaring Semantik (A) Gasal 2023/2024
3658,Success,[Reg] Teknik Kompilator (A) Gasal 2023/2024
3659,Success,[Reg] Sistem Tertanam (A) Gasal 2023/2024
3660,Success,[Reg] Forensik Digital (A) Gasal 2023/2024
3661,Success,[Reg] Komputasi Awan (A) Gasal 2023/2024
3662,Success,[KI] Automata & Theory of Languages (A) 2023/2024
3663,Success,[KI] Calculus 1 (A) 2023/2024
3664,Success,[KI] Databases (A) 2023/2024
3665,Success,[KI] Discrete Mathematics 1 (A) 2023/2024
3666,Success,[KI] Human-Computer Interaction (A)
3667,Success,[KI] 2023 Gasal Introduction to Digital Systems (A)
3668,Success,[KI] Linear Algebra 2023/2024
3669,Success,[KI] Numerical Analysis (A) 2023/2024
3670,Success,[KI] Platform-Based Development (A) 2023/2024
3671,Error,This course is currently unavailable to students
3672,Success,[KI] Scientific Writing & Research Methodology (A) 2023/2024
3673,Success,[KI] Software Engineering Projects (A) 2023/2024
3674,Error,This course is currently unavailable to students
3675,Success,[MIK] E-Dagang Lanjut (A) Gasal 2023/2024
3676,Success,[MIK] Pemelajaran Mesin Lanjut (A) Gasal 2023/2024
3677,Success,[MIK] Rekayasa Perangkat Lunak Lanjut (A) Gasal 2023/2024
3678,Success,[MIK] Sistem Informasi Lanjut (A) Gasal 2023/2024
